(-71, -39)
(36, 80)
(3, 52)
(85, 75)
(12, 2)
(27, -82)
(60, -5)
(-75, 47)
(-46, -65)
(-25, -70)
(-51, -35)
(67, 9)
(-13, -48)
(-3, 78)
(-65, -70)
(12, 77)
(-7, -100)
(8, -50)
(-61, 58)
(-91, -24)
(34, -28)
(7, 4)
(-32, -34)
(70, 16)
(-79, -77)
(-22, -92)
(-70, -38)
(39, -86)
(18, -89)
(84, 17)
(25, 40)
(16, -66)
(75, 97)
(-26, -78)
(-9, -76)
(79, -15)
(5, -88)
(-7, 96)
(-16, 54)
(69, -2)
(46, -18)
(-71, 100)
(-78, -91)
(26, -72)
(20, -49)
(-94, -5)
(-97, 13)
(-44, -72)
(-5, 65)
(58, 11)
(-89, 95)
(-63, -9)
(-39, 57)
(-42, 15)
(3, -24)
(22, 15)
(-49, -86)
(83, -67)
(80, -83)
(-63, -93)
(14, 33)
(-55, 79)
(8, -55)
(66, -49)
(-58, -1)
(-3, 79)
(-54, 32)
(-18, 38)
(-73, -45)
(2, 95)
(-37, -19)
(70, 64)
(1, -73)
(53, 60)
(-80, 68)
(22, -39)
(31, -10)
(-74, -30)
(13, 53)
(-29, 15)
(-33, -10)
(-36, -52)
(-60, 86)
(-19, -41)
(31, 95)
(-21, -27)
(43, 25)
(76, -52)
(-54, -79)
(43, 41)
(59, -36)
(-50, -78)
(-74, -70)
(42, -9)
(-65, -27)
(86, -60)
(-26, -76)
(68, -67)
(99, 45)
(-1, -88)
(-71, 51)
(-26, 30)
(-82, 99)
(82, 93)
(-26, 82)
(-97, 5)
(0, 86)
(-70, -25)
(82, 79)
(36, -11)
(-20, 33)
(-1, 47)
(8, -38)
(-14, -14)
(-86, -22)
(-18, -70)
(17, -47)
(84, -8)
(-70, -47)
(-16, -62)
(-92, 13)
(-19, 69)
(99, 100)
(-44, -29)
(62, 35)
(-6, 97)
(-72, -87)
(-15, -30)
(-18, 34)
(81, -33)
(23, 7)
(80, -49)
(21, -55)
(-58, 92)
(-82, -72)
(41, -8)
(49, 18)
(50, -65)
(45, 24)
(42, 83)
(63, 54)
(70, -20)
(-64, -10)
(75, -12)
(34, 83)
(-74, -49)
(46, 38)
(-21, -48)
(-90, -41)
(15, 61)
(75, -64)
(0, 94)
(32, 99)
(1, -26)
(-53, -7)
(42, 97)
(-54, 34)
(52, -57)
(-64, -40)
(-56, -33)
(-50, -52)
(76, -87)
(-9, -80)
(-67, -73)
(-4, -67)
(-23, 11)
(12, -75)
(-56, -78)
(-69, -16)
(-35, -29)
(-57, 25)
(92, -93)
(-28, -24)
(-63, -66)
(44, 65)
(51, 70)
(-7, 62)
(11, -55)
(71, 100)
(91, -89)
(-30, 87)
(45, -50)
(-94, 83)
(-85, -52)
(78, 44)
(10, -10)
(-53, 25)
(-35, 0)
(65, -65)
(-91, 46)
(-57, -76)
(-86, 29)
(-48, -83)
(60, 30)
(-7, -53)
(50, 29)
(-91, 55)
(85, -99)
(-61, -42)
(-76, -92)
(51, -82)
(84, -90)
(-91, 49)
(-10, 83)
(8, -13)
(81, 6)
(-98, -93)
(-25, 48)
(-74, 87)
(25, 23)
(95, -3)
(21, -71)
(71, -57)
(49, -70)
(4, 68)
(-47, -27)
(12, 62)
(83, 44)
(-97, -24)
(3, -34)
