(-49, 94)
(97, -37)
(49, 97)
(3, -62)
(84, 96)
(-34, -73)
(25, 89)
(92, -55)
(21, 16)
(-35, -32)
(-40, 36)
(-89, -11)
(67, 2)
(-33, -40)
(-18, 83)
(25, 95)
(-44, 59)
(-63, 30)
(39, 8)
(68, 98)
(-60, 49)
(20, -76)
(1, 58)
(67, 41)
(7, -79)
(4, -25)
(25, 33)
(20, -11)
(57, 16)
(-84, 22)
(94, -7)
(77, -47)
(45, 20)
(7, -26)
(53, -75)
(77, 72)
(-79, 98)
(49, -48)
(97, 98)
(65, 98)
(-8, 68)
(-19, -94)
(85, 96)
(90, -63)
(-27, -72)
(39, 3)
(70, -11)
(93, 62)
(-55, -27)
(36, 35)
(63, -65)
(-77, 58)
(94, -67)
(-67, 50)
(99, 83)
(73, 90)
(-71, 15)
(-62, 30)
(-58, 48)
(-54, 59)
(66, 37)
(-6, 7)
(80, 12)
(65, 40)
(-75, 56)
(62, 40)
(15, -14)
(75, 54)
(-83, -96)
(98, -9)
(6, -92)
(-14, -96)
(-80, 71)
(70, -94)
(71, -2)
(-31, -64)
(79, 24)
(16, 100)
(-65, 35)
(4, 91)
(-24, 48)
(-23, -39)
(80, -64)
(40, -36)
(12, -77)
(-48, 45)
(78, 80)
(4, -36)
(-43, -30)
(-65, -20)
(-18, 90)
(73, -4)
(79, 43)
(4, 23)
(-69, -4)
(-54, -41)
(-60, 75)
(-47, 31)
(79, -62)
(-93, -64)
(-57, 47)
(22, 58)
(86, 37)
(85, -95)
(-7, 29)
(5, 17)
(-55, 86)
(18, -27)
(-62, -36)
(-75, -58)
(76, 49)
(47, -48)
(64, -99)
(1, -8)
(-3, 9)
(55, -61)
(-39, 8)
(35, 72)
(27, 49)
(-33, 42)
(-96, 12)
(-44, -30)
(-99, 88)
(-9, -27)
(64, 22)
(23, -92)
(-80, 6)
(39, -1)
(-48, -13)
(-73, 17)
(85, -60)
(93, -32)
(93, -89)
(30, -59)
(98, 9)
(-84, 63)
(-20, -65)
(-3, 82)
(30, 87)
(-49, -3)
