(80, 57)
(-5, 37)
(-36, 37)
(29, -73)
(41, -27)
(14, 45)
(-19, -38)
(-73, 75)
(-1, 74)
(-27, 22)
(40, -62)
(-55, -41)
(-60, 73)
(3, -1)
(93, 34)
(-51, 50)
(35, 28)
(57, -73)
(-8, -35)
(-60, 31)
(32, -28)
(-100, 53)
(27, -51)
(72, -32)
(-45, -77)
(-50, -82)
(97, -48)
(38, 34)
(-32, -26)
(26, -68)
(48, -7)
(97, 3)
(-74, 7)
(-15, 78)
(15, -15)
(21, -44)
(94, -45)
(-54, -47)
(-49, 92)
(37, 87)
(85, -85)
(95, -18)
(-20, -29)
(-44, 67)
(-96, -78)
(-59, -78)
(5, 0)
(79, -75)
(73, 38)
(-52, 59)
(74, 100)
(-17, -22)
(0, 52)
(84, 68)
(-78, 17)
(43, 37)
(-6, 57)
(74, 68)
(71, -62)
(-15, -34)
(-42, 82)
(-67, 39)
(68, -72)
(61, 91)
(47, -71)
(67, -93)
(95, -78)
(67, -46)
(62, -11)
(-34, 56)
(35, 27)
(-27, 86)
(-21, 64)
(69, 7)
(-67, 25)
(62, -30)
(-69, 81)
(0, -49)
(37, -69)
(-43, 60)
(3, -87)
(-100, 9)
(28, 52)
(-7, 83)
(70, -72)
(20, -57)
(-4, -77)
(62, -22)
(-21, 95)
(32, 73)
(44, 28)
(15, 41)
(-83, 24)
(-38, 88)
(-64, 84)
(-70, 40)
(21, 79)
(-98, -39)
(-15, -58)
(-55, 7)
(40, -1)
(-39, -92)
(-68, 30)
(-36, -89)
(36, -34)
(-24, 3)
(47, 43)
(-72, -65)
(10, -18)
(-79, -61)
(-11, -87)
(97, 28)
(-35, -47)
(25, -40)
(6, -41)
(25, 98)
(37, -9)
(-82, -63)
(-31, 81)
(17, -60)
(-79, -49)
(-59, -90)
(81, 12)
(14, -16)
(95, -48)
(49, 58)
(-10, -87)
(90, 44)
(-28, -91)
(-91, -5)
(-25, -45)
(6, 50)
(58, -34)
(-36, -100)
(-49, -62)
(44, 2)
(-83, 7)
(6, 83)
(63, 33)
(-49, 7)
(-29, 33)
(95, -38)
(60, 63)
(10, 74)
(69, -56)
(86, 1)
(-95, -62)
(61, 16)
(-85, -54)
(33, 88)
(97, 54)
(-75, -91)
(4, 79)
(40, 61)
(-81, -49)
(11, -17)
(-6, -85)
(-24, -18)
(-56, -3)
(43, 30)
(-89, 78)
(-10, -43)
(16, 66)
(-94, -96)
(48, 98)
(-88, 52)
(96, 60)
(81, 34)
(-49, -86)
(-9, 84)
(98, 47)
(74, 33)
(-7, 71)
(-94, 1)
(8, 81)
(-45, 22)
(-31, 25)
(-83, -66)
(81, 84)
(-50, 30)
(-85, -73)
(17, -23)
(44, 77)
(-30, -99)
(54, 77)
(-40, 40)
(51, -5)
(2, 87)
(-16, -74)
(-88, 100)
(-15, -28)
(-92, -3)
(-47, -90)
(18, -93)
(32, -33)
(-30, 88)
(78, -49)
(55, 84)
(-56, 50)
(-98, 14)
(-18, 71)
(53, 67)
(34, -13)
(-56, -26)
(51, 82)
(56, -7)
(67, 63)
(72, -54)
(-82, -28)
(-87, 24)
(45, -32)
(72, -85)
(28, -45)
(93, 61)
(-23, 77)
(-42, 45)
(95, -48)
(59, 6)
(-38, 32)
(-65, 12)
(96, -73)
(8, -61)
(-89, -26)
(-97, 31)
(-45, 54)
(87, 37)
(-98, -99)
(53, -49)
(-100, -74)
(-39, 20)
(-92, -38)
(32, 48)
(-25, -97)
(-15, -23)
(25, 6)
(-23, -91)
(-91, 5)
(-77, -57)
(57, -13)
(80, 98)
(88, -88)
(-83, 17)
(-65, -59)
(-94, 26)
(-78, -100)
(-23, 65)
(-88, -90)
(-16, 97)
(36, 37)
(-66, -5)
(28, -99)
(-11, 81)
(88, 36)
(68, 14)
(7, -90)
(93, -63)
(45, 44)
(19, -99)
(-14, 6)
(17, -50)
