(-39, -28)
(71, 14)
(58, -71)
(-20, 16)
(-8, -43)
(81, -90)
(-60, 11)
(10, 16)
(-79, -8)
(91, 93)
(58, -40)
(-11, 70)
(-25, 22)
(-71, -92)
(-80, -62)
(-84, 60)
(92, 49)
(-55, 51)
(52, -43)
(13, 73)
(83, -18)
(-19, 24)
(11, -6)
(-73, -89)
(-87, -97)
(-2, 13)
(-100, -86)
(9, -93)
(-88, -63)
(64, -49)
(2, -52)
(-56, -84)
(-5, -47)
(-72, -38)
(-35, -38)
(-2, 10)
(34, 34)
(38, -85)
(-10, 18)
(-7, -32)
(-81, -79)
(8, 39)
(20, 33)
(57, 36)
(-76, 53)
(-23, -21)
(-80, 35)
(-35, -3)
(35, 33)
(30, -30)
(74, -86)
(98, -28)
(-17, 27)
(13, -2)
(30, -57)
(78, 66)
(-80, 95)
(-84, 92)
(79, -31)
(-21, -95)
(-81, -33)
(98, -9)
(-42, 30)
(-9, 71)
(79, 46)
(-27, 59)
(88, -17)
(-18, -44)
(-59, 15)
(-6, 9)
(-20, -46)
(-74, 6)
(-56, 42)
(21, 52)
(-88, 37)
(-21, -27)
(-73, -33)
(86, -83)
(-10, -30)
(100, -52)
(-92, 82)
(16, 52)
(35, -9)
(-54, 68)
(65, 43)
(-26, 69)
(-83, -48)
(32, -76)
(79, -91)
(15, 40)
(-16, 43)
(-68, 32)
(-40, -4)
(49, 35)
(47, 43)
(-39, 16)
(92, 65)
(-98, 88)
(58, 92)
(-90, -95)
(-27, 51)
(77, 36)
(81, 26)
(-63, 38)
(-54, -79)
(-14, 63)
(75, -51)
(61, 78)
(-43, 71)
(11, -5)
(-22, 25)
(-45, 51)
(-3, 53)
(52, -19)
(-63, 46)
(57, -35)
(29, 67)
(32, -19)
(-48, 55)
(100, 64)
(80, 91)
(61, 62)
(59, -15)
(74, 77)
(35, 69)
(-34, -98)
(-30, -10)
(-26, -67)
(-68, 94)
(58, -79)
(7, -17)
(-35, 82)
(-46, 64)
(24, -16)
(15, 85)
(74, 8)
(-2, 90)
(83, -91)
(68, 15)
(98, -27)
(-73, -97)
(-32, -4)
(-36, -4)
(-68, 67)
(18, -20)
(-26, 56)
(-96, -97)
(-10, -24)
(-74, 2)
(76, 71)
(88, 75)
(-13, -35)
(74, 35)
(-33, 94)
(88, 3)
(53, -25)
(1, -33)
(86, 62)
(-94, 90)
(69, -42)
(52, -66)
(71, 73)
(27, 17)
(-38, 52)
(-62, 76)
(-92, -56)
(-87, 41)
(93, -19)
(-100, -75)
(34, 29)
(50, -89)
(-100, 85)
(75, 48)
(67, 95)
(4, 60)
(63, 32)
(-65, 76)
(-47, 33)
(-70, -81)
(-36, 33)
(95, 79)
(52, 55)
(-55, -67)
(-82, 97)
(51, -68)
(13, -53)
(77, -3)
(8, 2)
(-18, -38)
(55, 32)
(97, 95)
(-54, -64)
(90, -31)
(76, -2)
(7, 28)
(70, 27)
(64, -38)
(-27, -47)
(-6, 37)
(-6, 80)
(33, 17)
(-11, 95)
(-1, 32)
(96, -77)
(-57, -9)
(-59, 32)
(39, 33)
(-18, -43)
(42, -81)
(-94, -51)
(62, -68)
(-61, -68)
(-60, -66)
(-83, -54)
(36, -17)
(87, 28)
(6, 16)
(50, 17)
(-17, 22)
(-93, -3)
(33, -75)
(-86, -47)
(-50, -71)
(3, 69)
(37, 10)
(36, 82)
(76, -81)
(-95, 61)
(9, -13)
(-12, 86)
(-57, -52)
(-66, 73)
(50, -37)
(82, 9)
(6, 27)
(-81, 88)
(-85, -100)
(63, 88)
(97, -5)
(94, 76)
(-40, -36)
(54, 100)
(15, -70)
(83, -44)
(-58, 35)
(24, -2)
(-33, 27)
(-47, 78)
(-39, -36)
(-44, 26)
(-34, 24)
(25, -88)
(-83, -56)
(68, -67)
(-1, 18)
(-45, 27)
(37, -76)
(77, -35)
(-8, -90)
(-56, -22)
(-11, 31)
(-27, 3)
(88, -5)
(-33, -58)
(-96, 20)
(-70, 5)
(98, 71)
(-25, 45)
(19, 23)
(-91, -79)
(10, 48)
(-48, -56)
(59, -70)
(-64, -59)
(-93, -20)
(51, 20)
(18, -54)
(0, 52)
(-81, 8)
(70, -55)
