(-13, -46)
(-66, -24)
(-31, -57)
(17, -71)
(11, -51)
(-76, 74)
(11, -43)
(3, -2)
(-36, 23)
(78, 24)
(-72, -42)
(-14, 15)
(78, -93)
(-70, 4)
(-14, -20)
(95, -82)
(-25, 49)
(-26, -7)
(-64, -21)
(-44, 36)
(-50, 27)
(36, 43)
(-98, -94)
(53, 94)
(37, 79)
(5, 9)
(-94, -35)
(56, 51)
(21, -89)
(38, -7)
(28, -59)
(99, 15)
(-50, -77)
(-48, -8)
(-18, 52)
(-19, -76)
(88, 10)
(18, 13)
(-52, -2)
(-74, -75)
(31, -19)
(-32, 56)
(-82, -91)
(-79, 49)
(40, -41)
(8, -52)
(40, -57)
(-54, -5)
(33, 93)
(-8, -70)
(-84, -68)
(35, -84)
(3, 28)
(22, 57)
(-81, -22)
(44, 30)
(-65, 10)
(-87, -35)
(-53, 86)
(76, 53)
(54, 38)
(0, 78)
(45, -74)
(-7, 50)
(15, 80)
(-75, 91)
(24, -42)
(40, -7)
(27, -5)
(-17, 96)
(61, -93)
(38, 40)
(21, -94)
(26, -41)
(89, 51)
(-80, -25)
(-80, -91)
(44, 59)
(71, -19)
(-78, -82)
(-24, 46)
(-60, -87)
(-26, -28)
(-60, -93)
(-17, -38)
(-74, -86)
(-72, 78)
(34, 10)
(-69, 97)
(-87, -17)
(56, 14)
(18, 6)
(-80, -67)
(2, 6)
(56, -26)
(37, -41)
(-91, 45)
(-100, -65)
(28, -64)
(22, -85)
(19, 62)
(-62, -63)
(25, 19)
(26, 81)
(32, 71)
(-80, 2)
(-53, -13)
(-94, -28)
(-37, -9)
(49, -78)
(-1, 69)
(31, 50)
(61, -2)
(5, -14)
(-96, -46)
(42, 11)
(10, 44)
(-82, 33)
(30, -14)
(91, 96)
(-47, 35)
(-67, -15)
(58, -35)
(85, -97)
(22, -59)
(81, 39)
(78, -98)
(-60, 61)
(-93, -71)
(87, 59)
(-33, -21)
(-86, -70)
(-62, -97)
(93, -84)
(56, -47)
(-1, -59)
(47, -16)
(-18, -67)
(-76, -12)
(-75, -33)
(-82, -47)
(-10, -72)
(-85, -99)
(54, -18)
(-44, -71)
(-69, -67)
(-58, -53)
(-37, -32)
(2, -18)
(30, -99)
(10, -86)
(-24, -8)
(-48, -17)
(-20, 35)
(8, 24)
(-61, -58)
(-49, -76)
(-1, -64)
(-7, 83)
(-74, 92)
