(-31, -10)
(-82, -76)
(34, 82)
(-5, 97)
(-29, 0)
(-57, 43)
(58, -88)
(7, 56)
(55, 21)
(-49, -100)
(-64, 43)
(-10, 53)
(2, 28)
(-90, 65)
(-57, 51)
(-76, -8)
(-35, 65)
(26, -88)
(18, 37)
(-62, 8)
(96, -63)
(52, 46)
(13, 18)
(-40, -29)
(25, 46)
(61, 83)
(43, 18)
(43, -29)
(35, -88)
(29, -10)
(-17, 25)
(-71, -49)
(-99, 25)
(-2, 50)
(58, 25)
(33, -74)
(28, -11)
(66, -30)
(-17, 74)
(37, 36)
(65, -16)
(-51, -14)
(48, -84)
(-92, -55)
(-54, 45)
(32, 46)
(-63, 10)
(-74, -27)
(-10, 80)
(88, 70)
(15, -18)
(-57, -34)
(-83, -98)
(-6, 20)
(-67, 77)
(-66, -48)
(77, -100)
(-46, -66)
(13, 70)
(-42, -87)
(-57, -94)
(71, -72)
(-20, -7)
(-53, -41)
(-27, 71)
(87, 91)
(41, -19)
(69, 60)
(-96, -78)
(-100, 90)
(-21, -32)
(-5, -23)
(13, 78)
(2, -69)
(-46, -18)
(-91, 6)
(43, 88)
(-7, 6)
(21, 56)
(-8, -92)
(36, -2)
(95, -69)
(-33, 88)
(-2, -66)
(57, 12)
(89, -45)
(-78, -9)
(-51, -75)
(-11, -90)
(8, 92)
(-24, 2)
(52, -83)
(-14, 33)
(78, 0)
(-78, -30)
(14, 1)
(100, 26)
(-93, 47)
(32, 33)
(-53, 26)
(-49, 30)
(92, 25)
(51, 74)
(29, 87)
(-97, -99)
(52, 91)
(-71, 94)
(38, 69)
(-11, -49)
(-23, 75)
(6, 21)
(38, 28)
(50, -4)
(89, 7)
(-15, 95)
(-32, 29)
(87, 69)
(78, 19)
(92, -14)
(19, 25)
