(733, 429)
(574, 146)
(456, 465)
(429, 155)
(300, 389)
(204, 220)
(288, 360)
(723, 483)
(406, 107)
(570, 167)
(623, 212)
(84, 340)
(222, 106)
(422, 79)
(826, 547)
(514, 171)
(103, 182)
(89, 470)
(1028, 71)
(175, 241)
(935, 182)
(676, 135)
(310, 157)
(439, 271)
(524, 394)
(244, 294)
(1010, 544)
(154, 248)
(978, 280)
(897, 292)
(105, 392)
(771, 399)
(947, 503)
(213, 71)
(749, 194)
(530, 492)
(861, 72)
(953, 265)
(475, 437)
(344, 511)
(380, 498)
(312, 150)
(301, 159)
(420, 76)
(604, 59)
(955, 448)
(937, 412)
(793, 331)
(52, 238)
(258, 453)
(103, 515)
(172, 392)
(738, 349)
(413, 366)
(442, 326)
(806, 288)
(659, 397)
(126, 89)
(603, 316)
(251, 87)
(233, 209)
(921, 134)
(606, 516)
(524, 199)
(447, 297)
(967, 195)
(454, 275)
(973, 428)
(727, 107)
(286, 544)
(397, 186)
(995, 531)
(534, 322)
(744, 177)
(835, 536)
(191, 111)
(200, 144)
(211, 144)
(814, 129)
(543, 71)
(545, 251)
(471, 311)
(100, 395)
(1020, 169)
(998, 297)
(676, 246)
(270, 278)
(91, 166)
(702, 448)
(177, 59)
(771, 181)
(310, 515)
(739, 549)
(779, 411)
(295, 60)
(671, 359)
(459, 522)
(309, 272)
(517, 365)
(543, 329)
(595, 220)
(722, 151)
(412, 254)
(451, 203)
(906, 100)
(312, 414)
(317, 340)
(806, 150)
(149, 118)
(854, 178)
(942, 547)
(869, 453)
(441, 155)
(321, 248)
(678, 229)
(485, 253)
(298, 408)
(850, 137)
(786, 372)
(979, 315)
(530, 239)
(933, 464)
(99, 409)
(239, 413)
(557, 323)
(720, 146)
(957, 119)
(440, 302)
(870, 81)
(702, 308)
(871, 89)
(446, 446)
(928, 394)
(319, 140)
(192, 194)
(880, 323)
(596, 369)
(1010, 524)
(957, 158)
(77, 328)
(87, 330)
(383, 252)
(881, 239)
(642, 76)
(967, 455)
(622, 244)
(537, 84)
(1019, 447)
(751, 367)
(292, 228)
(140, 405)
(562, 369)
(467, 89)
(439, 192)
(549, 442)
(668, 97)
(347, 200)
(467, 290)
(181, 259)
(186, 310)
(82, 61)
(722, 260)
(551, 433)
(875, 93)
(852, 116)
(984, 137)
(987, 496)
(764, 296)
(360, 181)
(601, 363)
(219, 181)
(581, 488)
(697, 89)
(391, 89)
(85, 208)
