(90, -80)
(17, -60)
(93, -48)
(-89, 25)
(25, -83)
(91, 37)
(-32, 14)
(15, -82)
(37, 27)
(4, 57)
(-24, 91)
(-55, -37)
(97, -86)
(-4, -52)
(-73, 29)
(-96, 37)
(78, -12)
(33, 52)
(-81, 49)
(-86, 53)
(-51, 5)
(26, 95)
(77, -67)
(10, -11)
(-85, 45)
(96, -83)
(29, 27)
(-31, 53)
(-4, 53)
(37, 60)
(-86, 6)
(-84, 15)
(-71, -49)
(-66, 77)
(78, -72)
(12, -58)
(91, 80)
(-2, 30)
(50, 37)
(68, 96)
(18, 64)
(-92, -89)
(-9, 37)
(-39, 84)
(56, -27)
(-43, -57)
(46, -25)
(-95, -43)
(52, 29)
(-35, -43)
(-75, 1)
(-65, -88)
(-23, -87)
(-14, 87)
(-83, 53)
(80, 62)
(20, -64)
(82, -49)
(12, 81)
(-94, 19)
(25, -23)
(66, -57)
(-29, -73)
(-61, 92)
(84, 26)
(-3, -78)
(-25, 85)
(-57, -56)
(97, -8)
(-56, 45)
(-34, -45)
(76, 26)
(4, 13)
(-72, -17)
(62, -53)
(83, 88)
(42, -17)
(95, -22)
(-9, -24)
(38, 11)
(19, -81)
(-45, -5)
(-72, 16)
(99, 47)
(-28, -93)
(20, 88)
(-42, 77)
(35, -5)
(-15, -87)
(21, 45)
(-47, 46)
(-2, 96)
(-34, -6)
(-8, 14)
(-8, -74)
(64, -23)
(15, -22)
(-71, -69)
(29, -17)
(75, -41)
(-92, -72)
(87, 89)
(-13, -99)
(50, 74)
(-80, 74)
(-96, -29)
(18, -90)
(70, 55)
(92, -75)
(39, 97)
(82, 29)
(-58, 33)
(-40, -4)
(-32, 75)
(68, -48)
(-99, -45)
(64, -16)
(17, -77)
(-51, -56)
(57, -87)
(-77, -60)
(8, 34)
(97, -52)
(64, -7)
(73, 97)
(-2, 9)
(-80, -65)
(64, -29)
(92, 9)
(57, -56)
(66, -73)
(85, -68)
(50, 36)
(-91, -100)
(-16, 51)
(-92, -12)
(9, -23)
(-41, 17)
(82, 17)
(-82, -64)
(-45, 85)
(55, -64)
(37, 72)
(3, 53)
(52, -87)
(-7, -98)
(20, 68)
(-77, 12)
(64, 5)
(-10, 40)
(-8, -75)
(85, 9)
(-5, -79)
(45, -4)
(-93, -83)
(-68, -86)
(58, -91)
(-76, 50)
(17, -52)
(-32, 50)
(69, -76)
(-85, 96)
(-27, -27)
(68, 67)
(58, -97)
(98, -37)
(5, 84)
(-83, -49)
(-41, -20)
(-89, -12)
(76, -21)
(81, 67)
(7, 0)
(16, -20)
(96, 70)
(7, 18)
(-36, -42)
(85, -49)
(-15, -61)
(-82, 53)
(-42, 17)
(-3, 48)
(-86, -96)
(-48, 52)
(-96, 90)
(-61, 62)
(-47, -56)
(34, -92)
(-12, -27)
(-36, 45)
(-16, 8)
(-8, 97)
(94, 96)
(-14, 87)
(56, -3)
(55, -13)
(-69, -73)
(89, 87)
(48, -63)
(-55, -82)
