(38, -85)
(-43, -65)
(50, -29)
(-72, 17)
(39, 27)
(59, -86)
(4, 35)
(-2, 98)
(-11, 60)
(-23, -40)
(-7, -55)
(-58, -67)
(59, 84)
(66, -3)
(12, 18)
(-97, 93)
(88, -83)
(-18, 12)
(97, -8)
(-54, -14)
(50, -42)
(65, 84)
(-72, -66)
(-64, 24)
(68, 95)
(45, -55)
(-70, 40)
(-73, -92)
(13, 59)
(-98, 88)
(-54, -37)
(-9, -99)
(77, -67)
(82, -87)
(12, 40)
(-34, -95)
(-11, 1)
(-87, -3)
(20, 47)
(93, -73)
(17, -13)
(-41, -100)
(-86, 35)
(-73, 58)
(-5, -97)
(-13, 100)
(81, -19)
(94, 98)
(55, 22)
(72, 59)
(-87, -92)
(33, -55)
(4, 75)
(-90, 2)
(85, -85)
(9, -59)
(-81, -96)
(-7, -71)
(-31, -63)
(-89, 11)
(-49, 73)
(-32, 6)
(63, 99)
(-14, 17)
(44, 57)
(-22, -79)
(56, -81)
(3, 56)
(24, 26)
(-56, -21)
(84, 90)
(-9, -59)
(57, 0)
(-79, 14)
(-34, 53)
(16, 80)
(81, -19)
(24, 55)
(-40, 80)
(65, -86)
(73, 80)
(49, 37)
(54, 96)
(55, 33)
(-22, 25)
(54, 90)
(93, -74)
(74, 87)
(100, -21)
(37, -40)
(-9, -42)
(76, 88)
(-16, 57)
(1, -27)
(37, -53)
(37, -74)
(35, 41)
(27, -60)
(-89, 94)
(22, -40)
(-92, -5)
(26, 32)
(-95, 71)
(-35, -60)
(7, -44)
(-47, 20)
(-83, -6)
(20, 89)
(14, 39)
(-38, 7)
(84, -60)
(-77, -26)
(97, 73)
(-92, -92)
(-44, -90)
(-85, 35)
(-68, -63)
(33, -92)
(14, 77)
(-23, 56)
(-44, 76)
(53, -5)
(-3, 82)
(34, -52)
(57, 89)
(-59, 94)
(-34, 73)
(0, -98)
(47, 52)
(17, 65)
(-59, -97)
(-77, 60)
(59, 8)
(85, -9)
(-29, -92)
(-5, 81)
(30, -39)
(-45, -97)
(7, 34)
(88, -79)
(98, -55)
(-68, 60)
(-63, 50)
(36, -44)
(-20, -52)
(-6, 31)
(62, 75)
(-18, 33)
(-9, 74)
(-82, -68)
(-46, 100)
(-7, -92)
(99, 62)
(79, 29)
(-98, 69)
(-88, -44)
(44, -79)
(-21, 69)
(-100, 90)
(76, 43)
(-22, 76)
(91, -95)
(12, 95)
(9, -48)
(25, -81)
(-14, 36)
(-17, -53)
(0, -54)
(53, -41)
(38, 48)
(55, 75)
(-44, -25)
(73, -85)
(27, 93)
(27, 12)
(-96, 30)
(90, 66)
(-28, 78)
(-53, 25)
(-100, -2)
(75, -84)
(-100, 49)
(-53, -35)
(-69, 20)
(78, -17)
(-92, 41)
(-60, 71)
(51, 5)
(79, 17)
(-7, -38)
(-87, 90)
(-45, -56)
(33, 8)
(63, 56)
(37, 11)
(-84, -24)
(31, 12)
(-96, -14)
(-43, 76)
(53, -37)
(-59, -80)
(51, 85)
(54, -72)
(62, 35)
(-99, -61)
(73, 31)
(-85, -93)
(30, -72)
(-91, 26)
(-88, 38)
(65, -12)
(44, -7)
(-14, -7)
(-4, -90)
(-39, -68)
(-62, -33)
(-32, -90)
(-65, -44)
(99, 1)
(-53, 72)
(9, 13)
(-21, 80)
(-29, -39)
(-16, -77)
(-69, -38)
(-99, 21)
(-43, 51)
(83, 60)
(-79, 21)
(-89, -49)
(-42, 41)
(21, 8)
(77, 57)
(-7, -96)
(-40, 23)
(65, -88)
(26, 25)
(-73, -16)
(56, 36)
(-59, 76)
